,index,data_level,public_or_independent,district_number,district_name,school_number,school_name,sub_population,fsa_skill_code,grade,number_expected_writers,number_writers,score,year_start,year_end
3645,302450,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,ALL STUDENTS,Numeracy,4,35,32,408.5313,2018,2019
3646,302451,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,FEMALE,Numeracy,4,17,17,416.5294,2018,2019
3647,302452,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,MALE,Numeracy,4,18,15,399.4667,2018,2019
3648,302453,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,ABORIGINAL,Numeracy,4,20,17,394.0588,2018,2019
3649,302454,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,NON ABORIGINAL,Numeracy,4,15,15,424.9333,2018,2019
3650,302455,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,18,16,393.625,2018,2019
3651,302456,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757024.0,Harwin Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,17,16,423.4375,2018,2019
3652,302457,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757040.0,Peden Hill Elementary,ALL STUDENTS,Numeracy,4,26,24,440.4583,2018,2019
3653,302458,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757040.0,Peden Hill Elementary,FEMALE,Numeracy,4,15,13,458.0769,2018,2019
3654,302459,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757040.0,Peden Hill Elementary,MALE,Numeracy,4,11,11,419.6364,2018,2019
3655,302460,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757040.0,Peden Hill Elementary,ABORIGINAL,Numeracy,4,11,10,390.0,2018,2019
3656,302461,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757040.0,Peden Hill Elementary,NON ABORIGINAL,Numeracy,4,15,14,476.5,2018,2019
3657,302462,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757040.0,Peden Hill Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,16,15,418.2,2018,2019
3658,302463,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757040.0,Peden Hill Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,10,9,477.5556,2018,2019
3659,302469,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757051.0,Quinson Elementary,ALL STUDENTS,Numeracy,4,38,35,374.5143,2018,2019
3660,302470,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757051.0,Quinson Elementary,FEMALE,Numeracy,4,17,15,371.9333,2018,2019
3661,302471,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757051.0,Quinson Elementary,MALE,Numeracy,4,21,20,376.45,2018,2019
3662,302472,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757051.0,Quinson Elementary,ABORIGINAL,Numeracy,4,20,18,349.3889,2018,2019
3663,302473,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757051.0,Quinson Elementary,NON ABORIGINAL,Numeracy,4,18,17,401.1176,2018,2019
3664,302474,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757051.0,Quinson Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,20,18,346.6667,2018,2019
3665,302475,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757051.0,Quinson Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,18,17,404.0,2018,2019
3666,302481,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757059.0,Spruceland Traditional,ALL STUDENTS,Numeracy,4,48,46,382.6957,2018,2019
3667,302482,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757059.0,Spruceland Traditional,FEMALE,Numeracy,4,19,19,379.6842,2018,2019
3668,302483,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757059.0,Spruceland Traditional,MALE,Numeracy,4,29,27,384.8148,2018,2019
3669,302484,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757059.0,Spruceland Traditional,ABORIGINAL,Numeracy,4,25,23,358.5217,2018,2019
3670,302485,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757059.0,Spruceland Traditional,NON ABORIGINAL,Numeracy,4,23,23,406.8696,2018,2019
3671,302486,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757059.0,Spruceland Traditional,ENGLISH LANGUAGE LEARNER,Numeracy,4,20,18,331.3889,2018,2019
3672,302487,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757059.0,Spruceland Traditional,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,28,28,415.6786,2018,2019
3673,302488,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757063.0,Van Bien Elementary,ALL STUDENTS,Numeracy,4,41,38,384.6053,2018,2019
3674,302489,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757063.0,Van Bien Elementary,FEMALE,Numeracy,4,25,24,410.0,2018,2019
3675,302490,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757063.0,Van Bien Elementary,MALE,Numeracy,4,16,14,341.0714,2018,2019
3676,302491,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757063.0,Van Bien Elementary,ABORIGINAL,Numeracy,4,20,18,376.8333,2018,2019
3677,302492,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757063.0,Van Bien Elementary,NON ABORIGINAL,Numeracy,4,21,20,391.6,2018,2019
3678,302493,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757063.0,Van Bien Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,17,16,371.625,2018,2019
3679,302494,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757063.0,Van Bien Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,24,22,394.0455,2018,2019
3680,302495,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757064.0,Blackburn Elementary,ALL STUDENTS,Numeracy,4,49,46,405.413,2018,2019
3681,302496,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757064.0,Blackburn Elementary,FEMALE,Numeracy,4,23,23,412.7826,2018,2019
3682,302497,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757064.0,Blackburn Elementary,MALE,Numeracy,4,26,23,398.0435,2018,2019
3683,302498,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757064.0,Blackburn Elementary,ABORIGINAL,Numeracy,4,10,10,378.2,2018,2019
3684,302499,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757064.0,Blackburn Elementary,NON ABORIGINAL,Numeracy,4,39,36,412.9722,2018,2019
3685,302500,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757064.0,Blackburn Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,41,38,409.3947,2018,2019
3686,302501,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757068.0,Westwood Elementary,ALL STUDENTS,Numeracy,4,22,18,393.1111,2018,2019
3687,302502,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757068.0,Westwood Elementary,FEMALE,Numeracy,4,11,11,429.4545,2018,2019
3688,302503,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757068.0,Westwood Elementary,MALE,Numeracy,4,11,7,336.0,2018,2019
3689,302504,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757068.0,Westwood Elementary,ABORIGINAL,Numeracy,4,12,9,377.2222,2018,2019
3690,302505,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757068.0,Westwood Elementary,NON ABORIGINAL,Numeracy,4,10,9,409.0,2018,2019
3691,302506,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757068.0,Westwood Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,13,9,377.2222,2018,2019
3692,302521,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757083.0,Morfee Elementary,ALL STUDENTS,Numeracy,4,44,39,413.641,2018,2019
3693,302522,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757083.0,Morfee Elementary,FEMALE,Numeracy,4,23,22,412.2273,2018,2019
3694,302523,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757083.0,Morfee Elementary,MALE,Numeracy,4,21,17,415.4706,2018,2019
3695,302524,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757083.0,Morfee Elementary,ABORIGINAL,Numeracy,4,10,7,387.4286,2018,2019
3696,302525,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757083.0,Morfee Elementary,NON ABORIGINAL,Numeracy,4,34,32,419.375,2018,2019
3697,302526,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757083.0,Morfee Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,41,37,409.973,2018,2019
3698,302527,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757087.0,Hart Highlands Elementary,ALL STUDENTS,Numeracy,4,45,45,431.8,2018,2019
3699,302528,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757087.0,Hart Highlands Elementary,FEMALE,Numeracy,4,23,23,412.913,2018,2019
3700,302529,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757087.0,Hart Highlands Elementary,MALE,Numeracy,4,22,22,451.5455,2018,2019
3701,302530,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757087.0,Hart Highlands Elementary,ABORIGINAL,Numeracy,4,13,13,372.7692,2018,2019
3702,302531,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757087.0,Hart Highlands Elementary,NON ABORIGINAL,Numeracy,4,32,32,455.7813,2018,2019
3703,302532,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757087.0,Hart Highlands Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,42,42,440.1667,2018,2019
3704,302546,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757098.0,Heritage Elementary,ALL STUDENTS,Numeracy,4,55,51,478.1765,2018,2019
3705,302547,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757098.0,Heritage Elementary,FEMALE,Numeracy,4,28,27,480.5926,2018,2019
3706,302548,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757098.0,Heritage Elementary,MALE,Numeracy,4,27,24,475.4583,2018,2019
3707,302549,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757098.0,Heritage Elementary,ABORIGINAL,Numeracy,4,17,17,473.5882,2018,2019
3708,302550,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757098.0,Heritage Elementary,NON ABORIGINAL,Numeracy,4,38,34,480.4706,2018,2019
3709,302551,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757098.0,Heritage Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,11,10,418.4,2018,2019
3710,302552,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757098.0,Heritage Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,44,41,492.7561,2018,2019
3711,302574,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757114.0,Heather Park Elementary,ALL STUDENTS,Numeracy,4,79,76,435.6447,2018,2019
3712,302575,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757114.0,Heather Park Elementary,FEMALE,Numeracy,4,40,38,437.0263,2018,2019
3713,302576,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757114.0,Heather Park Elementary,MALE,Numeracy,4,39,38,434.2632,2018,2019
3714,302577,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757114.0,Heather Park Elementary,ABORIGINAL,Numeracy,4,12,10,370.6,2018,2019
3715,302578,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757114.0,Heather Park Elementary,NON ABORIGINAL,Numeracy,4,67,66,445.5,2018,2019
3716,302579,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757114.0,Heather Park Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,11,9,346.1111,2018,2019
3717,302580,SCHOOL LEVEL,BC Public School,57.0,Prince George,5757114.0,Heather Park Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,68,67,447.6716,2018,2019
3718,302590,SCHOOL LEVEL,BC Public School,58.0,Nicola-Similkameen,5817005.0,Vermilion Forks Elementary,ALL STUDENTS,Numeracy,4,37,33,490.4242,2018,2019
3719,302591,SCHOOL LEVEL,BC Public School,58.0,Nicola-Similkameen,5817005.0,Vermilion Forks Elementary,FEMALE,Numeracy,4,17,16,478.0,2018,2019
3720,302592,SCHOOL LEVEL,BC Public School,58.0,Nicola-Similkameen,5817005.0,Vermilion Forks Elementary,MALE,Numeracy,4,20,17,502.1176,2018,2019
3721,302593,SCHOOL LEVEL,BC Public School,58.0,Nicola-Similkameen,5817005.0,Vermilion Forks Elementary,ABORIGINAL,Numeracy,4,10,8,499.625,2018,2019
3722,302594,SCHOOL LEVEL,BC Public School,58.0,Nicola-Similkameen,5817005.0,Vermilion Forks Elementary,NON ABORIGINAL,Numeracy,4,27,25,487.48,2018,2019
3723,302595,SCHOOL LEVEL,BC Public School,58.0,Nicola-Similkameen,5817005.0,Vermilion Forks Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,37,33,490.4242,2018,2019
3724,302605,SCHOOL LEVEL,BC Public School,58.0,Nicola-Similkameen,5831007.0,Nicola Canford Elementary,ALL STUDENTS,Numeracy,4,22,20,435.4,2018,2019
3725,302606,SCHOOL LEVEL,BC Public School,58.0,Nicola-Similkameen,5831007.0,Nicola Canford Elementary,MALE,Numeracy,4,13,11,442.6364,2018,2019
3726,302607,SCHOOL LEVEL,BC Public School,58.0,Nicola-Similkameen,5831007.0,Nicola Canford Elementary,ABORIGINAL,Numeracy,4,12,10,418.0,2018,2019
3727,302608,SCHOOL LEVEL,BC Public School,58.0,Nicola-Similkameen,5831007.0,Nicola Canford Elementary,NON ABORIGINAL,Numeracy,4,10,10,452.8,2018,2019
3728,302609,SCHOOL LEVEL,BC Public School,58.0,Nicola-Similkameen,5831007.0,Nicola Canford Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,22,20,435.4,2018,2019
3729,302650,SCHOOL LEVEL,BC Public School,59.0,Peace River South,5959029.0,Tumbler Ridge Elementary,ALL STUDENTS,Numeracy,4,28,28,490.6429,2018,2019
3730,302651,SCHOOL LEVEL,BC Public School,59.0,Peace River South,5959029.0,Tumbler Ridge Elementary,FEMALE,Numeracy,4,13,13,462.2308,2018,2019
3731,302652,SCHOOL LEVEL,BC Public School,59.0,Peace River South,5959029.0,Tumbler Ridge Elementary,MALE,Numeracy,4,15,15,515.2667,2018,2019
3732,302653,SCHOOL LEVEL,BC Public School,59.0,Peace River South,5959029.0,Tumbler Ridge Elementary,ABORIGINAL,Numeracy,4,10,10,449.1,2018,2019
3733,302654,SCHOOL LEVEL,BC Public School,59.0,Peace River South,5959029.0,Tumbler Ridge Elementary,NON ABORIGINAL,Numeracy,4,18,18,513.7222,2018,2019
3734,302655,SCHOOL LEVEL,BC Public School,59.0,Peace River South,5959029.0,Tumbler Ridge Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,28,28,490.6429,2018,2019
3735,302680,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060026.0,Robert Ogilvie Elementary,ALL STUDENTS,Numeracy,4,47,43,416.093,2018,2019
3736,302681,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060026.0,Robert Ogilvie Elementary,FEMALE,Numeracy,4,23,22,389.0455,2018,2019
3737,302682,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060026.0,Robert Ogilvie Elementary,MALE,Numeracy,4,24,21,444.4286,2018,2019
3738,302683,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060026.0,Robert Ogilvie Elementary,ABORIGINAL,Numeracy,4,10,7,401.8571,2018,2019
3739,302684,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060026.0,Robert Ogilvie Elementary,NON ABORIGINAL,Numeracy,4,37,36,418.8611,2018,2019
3740,302685,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060026.0,Robert Ogilvie Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,14,12,427.0833,2018,2019
3741,302686,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060026.0,Robert Ogilvie Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,33,31,411.8387,2018,2019
3742,302713,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060058.0,Duncan Cran Elementary,ALL STUDENTS,Numeracy,4,48,48,410.6458,2018,2019
3743,302714,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060058.0,Duncan Cran Elementary,FEMALE,Numeracy,4,25,25,415.16,2018,2019
3744,302715,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060058.0,Duncan Cran Elementary,MALE,Numeracy,4,23,23,405.7391,2018,2019
3745,302716,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060058.0,Duncan Cran Elementary,ABORIGINAL,Numeracy,4,13,13,389.2308,2018,2019
3746,302717,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060058.0,Duncan Cran Elementary,NON ABORIGINAL,Numeracy,4,35,35,418.6,2018,2019
3747,302718,SCHOOL LEVEL,BC Public School,60.0,Peace River North,6060058.0,Duncan Cran Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,42,42,414.8095,2018,2019
3748,302730,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161004.0,Victoria West Elementary,ALL STUDENTS,Numeracy,4,39,23,437.6957,2018,2019
3749,302731,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161004.0,Victoria West Elementary,FEMALE,Numeracy,4,14,9,456.2222,2018,2019
3750,302732,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161004.0,Victoria West Elementary,MALE,Numeracy,4,25,14,425.7857,2018,2019
3751,302733,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161004.0,Victoria West Elementary,ABORIGINAL,Numeracy,4,10,3,426.6667,2018,2019
3752,302734,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161004.0,Victoria West Elementary,NON ABORIGINAL,Numeracy,4,29,20,439.35,2018,2019
3753,302735,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161004.0,Victoria West Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,11,3,435.3333,2018,2019
3754,302736,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161004.0,Victoria West Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,28,20,438.05,2018,2019
3755,302737,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161005.0,George Jay Elementary,ALL STUDENTS,Numeracy,4,68,33,453.7273,2018,2019
3756,302738,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161005.0,George Jay Elementary,FEMALE,Numeracy,4,28,14,464.1429,2018,2019
3757,302739,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161005.0,George Jay Elementary,MALE,Numeracy,4,40,19,446.0526,2018,2019
3758,302740,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161005.0,George Jay Elementary,ABORIGINAL,Numeracy,4,15,4,415.5,2018,2019
3759,302741,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161005.0,George Jay Elementary,NON ABORIGINAL,Numeracy,4,53,29,459.0,2018,2019
3760,302742,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161005.0,George Jay Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,21,8,402.5,2018,2019
3761,302743,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161005.0,George Jay Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,47,25,470.12,2018,2019
3762,302763,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161016.0,Ecole Quadra Elementary,ALL STUDENTS,Numeracy,4,75,27,448.4815,2018,2019
3763,302764,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161016.0,Ecole Quadra Elementary,FEMALE,Numeracy,4,42,15,488.7333,2018,2019
3764,302765,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161016.0,Ecole Quadra Elementary,MALE,Numeracy,4,33,12,398.1667,2018,2019
3765,302766,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161016.0,Ecole Quadra Elementary,ABORIGINAL,Numeracy,4,10,3,440.6667,2018,2019
3766,302767,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161016.0,Ecole Quadra Elementary,NON ABORIGINAL,Numeracy,4,65,24,449.4583,2018,2019
3767,302768,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161016.0,Ecole Quadra Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,17,9,398.8889,2018,2019
3768,302769,SCHOOL LEVEL,BC Public School,61.0,Greater Victoria,6161016.0,Ecole Quadra Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,58,18,473.2778,2018,2019
3769,302877,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262007.0,Ruth King Elementary,ALL STUDENTS,Numeracy,4,54,5,500.8,2018,2019
3770,302878,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262007.0,Ruth King Elementary,FEMALE,Numeracy,4,24,1,498.0,2018,2019
3771,302879,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262007.0,Ruth King Elementary,MALE,Numeracy,4,30,4,501.5,2018,2019
3772,302880,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262007.0,Ruth King Elementary,ABORIGINAL,Numeracy,4,13,1,484.0,2018,2019
3773,302881,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262007.0,Ruth King Elementary,NON ABORIGINAL,Numeracy,4,41,4,505.0,2018,2019
3774,302882,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262007.0,Ruth King Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,14,2,491.0,2018,2019
3775,302883,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262007.0,Ruth King Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,40,3,507.3333,2018,2019
3776,302931,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262034.0,Ecole Poirier Elementary,ALL STUDENTS,Numeracy,4,74,14,423.0,2018,2019
3777,302932,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262034.0,Ecole Poirier Elementary,FEMALE,Numeracy,4,43,12,421.8333,2018,2019
3778,302933,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262034.0,Ecole Poirier Elementary,MALE,Numeracy,4,31,2,430.0,2018,2019
3779,302934,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262034.0,Ecole Poirier Elementary,ABORIGINAL,Numeracy,4,10,1,307.0,2018,2019
3780,302935,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262034.0,Ecole Poirier Elementary,NON ABORIGINAL,Numeracy,4,64,13,431.9231,2018,2019
3781,302936,SCHOOL LEVEL,BC Public School,62.0,Sooke,6262034.0,Ecole Poirier Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,72,13,431.9231,2018,2019
3782,302952,SCHOOL LEVEL,BC Public School,63.0,Saanich,6363002.0,Brentwood Elementary,ALL STUDENTS,Numeracy,4,60,44,482.9091,2018,2019
3783,302953,SCHOOL LEVEL,BC Public School,63.0,Saanich,6363002.0,Brentwood Elementary,FEMALE,Numeracy,4,27,20,483.6,2018,2019
3784,302954,SCHOOL LEVEL,BC Public School,63.0,Saanich,6363002.0,Brentwood Elementary,MALE,Numeracy,4,33,24,482.3333,2018,2019
3785,302955,SCHOOL LEVEL,BC Public School,63.0,Saanich,6363002.0,Brentwood Elementary,ABORIGINAL,Numeracy,4,12,10,429.2,2018,2019
3786,302956,SCHOOL LEVEL,BC Public School,63.0,Saanich,6363002.0,Brentwood Elementary,NON ABORIGINAL,Numeracy,4,48,34,498.7059,2018,2019
3787,302957,SCHOOL LEVEL,BC Public School,63.0,Saanich,6363002.0,Brentwood Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,53,39,497.3846,2018,2019
3788,302984,SCHOOL LEVEL,BC Public School,63.0,Saanich,6363011.0,Kelset Elementary,ALL STUDENTS,Numeracy,4,75,64,445.25,2018,2019
3789,302985,SCHOOL LEVEL,BC Public School,63.0,Saanich,6363011.0,Kelset Elementary,FEMALE,Numeracy,4,29,26,429.8846,2018,2019
3790,302986,SCHOOL LEVEL,BC Public School,63.0,Saanich,6363011.0,Kelset Elementary,MALE,Numeracy,4,46,38,455.7632,2018,2019
3791,302987,SCHOOL LEVEL,BC Public School,63.0,Saanich,6363011.0,Kelset Elementary,ABORIGINAL,Numeracy,4,21,18,386.5,2018,2019
3792,302988,SCHOOL LEVEL,BC Public School,63.0,Saanich,6363011.0,Kelset Elementary,NON ABORIGINAL,Numeracy,4,54,46,468.2391,2018,2019
3793,302989,SCHOOL LEVEL,BC Public School,63.0,Saanich,6363011.0,Kelset Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,66,56,459.8036,2018,2019
3794,303025,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715006.0,Queens Park Elementary,ALL STUDENTS,Numeracy,4,40,38,450.8158,2018,2019
3795,303026,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715006.0,Queens Park Elementary,FEMALE,Numeracy,4,18,18,485.1111,2018,2019
3796,303027,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715006.0,Queens Park Elementary,MALE,Numeracy,4,22,20,419.95,2018,2019
3797,303028,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715006.0,Queens Park Elementary,ABORIGINAL,Numeracy,4,10,9,423.0,2018,2019
3798,303029,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715006.0,Queens Park Elementary,NON ABORIGINAL,Numeracy,4,30,29,459.4483,2018,2019
3799,303030,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715006.0,Queens Park Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,40,38,450.8158,2018,2019
3800,303036,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715011.0,Uplands Elementary,ALL STUDENTS,Numeracy,4,60,57,475.9649,2018,2019
3801,303037,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715011.0,Uplands Elementary,FEMALE,Numeracy,4,27,27,487.4815,2018,2019
3802,303038,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715011.0,Uplands Elementary,MALE,Numeracy,4,33,30,465.6,2018,2019
3803,303039,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715011.0,Uplands Elementary,ABORIGINAL,Numeracy,4,12,12,468.6667,2018,2019
3804,303040,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715011.0,Uplands Elementary,NON ABORIGINAL,Numeracy,4,48,45,477.9111,2018,2019
3805,303041,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715011.0,Uplands Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,60,57,475.9649,2018,2019
3806,303047,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715017.0,Parkway Elementary,ALL STUDENTS,Numeracy,4,44,42,482.5,2018,2019
3807,303048,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715017.0,Parkway Elementary,FEMALE,Numeracy,4,24,23,486.6522,2018,2019
3808,303049,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715017.0,Parkway Elementary,MALE,Numeracy,4,20,19,477.4737,2018,2019
3809,303050,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715017.0,Parkway Elementary,ABORIGINAL,Numeracy,4,10,10,402.9,2018,2019
