,index,data_level,public_or_independent,district_number,district_name,school_number,school_name,sub_population,fsa_skill_code,grade,number_expected_writers,number_writers,score,year_start,year_end
2208,289188,SCHOOL LEVEL,BC Independent School,,DUNCAN CHRISTIAN SCHOOL ASSOCIATION (1979) (IATHNBR:129),7996086.0,Duncan Christian School,NON ABORIGINAL,Reading,7,11,10,548.6,2017,2018
2209,289189,SCHOOL LEVEL,BC Independent School,,DUNCAN CHRISTIAN SCHOOL ASSOCIATION (1979) (IATHNBR:129),7996086.0,Duncan Christian School,NON ENGLISH LANGUAGE LEARNER,Reading,7,25,14,530.7857,2017,2018
2210,289192,SCHOOL LEVEL,BC Independent School,,CATHOLIC INDEPENDENT SCHOOLS OF THE DIOCESE OF VICTORIA (IATHNBR:118),7996167.0,Queen of Angels School,ALL STUDENTS,Reading,7,45,45,473.5111,2017,2018
2211,289193,SCHOOL LEVEL,BC Independent School,,CATHOLIC INDEPENDENT SCHOOLS OF THE DIOCESE OF VICTORIA (IATHNBR:118),7996167.0,Queen of Angels School,FEMALE,Reading,7,21,21,500.9048,2017,2018
2212,289194,SCHOOL LEVEL,BC Independent School,,CATHOLIC INDEPENDENT SCHOOLS OF THE DIOCESE OF VICTORIA (IATHNBR:118),7996167.0,Queen of Angels School,MALE,Reading,7,24,24,449.5417,2017,2018
2213,289195,SCHOOL LEVEL,BC Independent School,,CATHOLIC INDEPENDENT SCHOOLS OF THE DIOCESE OF VICTORIA (IATHNBR:118),7996167.0,Queen of Angels School,ABORIGINAL,Reading,7,18,18,415.9444,2017,2018
2214,289196,SCHOOL LEVEL,BC Independent School,,CATHOLIC INDEPENDENT SCHOOLS OF THE DIOCESE OF VICTORIA (IATHNBR:118),7996167.0,Queen of Angels School,NON ABORIGINAL,Reading,7,27,27,511.8889,2017,2018
2215,289197,SCHOOL LEVEL,BC Independent School,,CATHOLIC INDEPENDENT SCHOOLS OF THE DIOCESE OF VICTORIA (IATHNBR:118),7996167.0,Queen of Angels School,NON ENGLISH LANGUAGE LEARNER,Reading,7,45,45,473.5111,2017,2018
2216,289277,SCHOOL LEVEL,BC Public School,5.0,Southeast Kootenay,502031.0,Steeples Elementary,ALL STUDENTS,Writing,4,24,22,1.5,2017,2018
2217,289278,SCHOOL LEVEL,BC Public School,5.0,Southeast Kootenay,502031.0,Steeples Elementary,FEMALE,Writing,4,10,9,1.5556,2017,2018
2218,289279,SCHOOL LEVEL,BC Public School,5.0,Southeast Kootenay,502031.0,Steeples Elementary,MALE,Writing,4,14,13,1.4615,2017,2018
2219,289280,SCHOOL LEVEL,BC Public School,5.0,Southeast Kootenay,502031.0,Steeples Elementary,NON ABORIGINAL,Writing,4,18,17,1.3529,2017,2018
2220,289281,SCHOOL LEVEL,BC Public School,5.0,Southeast Kootenay,502031.0,Steeples Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,24,22,1.5,2017,2018
2221,289295,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,604012.0,J Alfred Laird Elementary,ALL STUDENTS,Writing,4,58,55,2.0545,2017,2018
2222,289296,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,604012.0,J Alfred Laird Elementary,FEMALE,Writing,4,24,23,2.1304,2017,2018
2223,289297,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,604012.0,J Alfred Laird Elementary,MALE,Writing,4,34,32,2.0,2017,2018
2224,289298,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,604012.0,J Alfred Laird Elementary,NON ABORIGINAL,Writing,4,50,47,2.0638,2017,2018
2225,289299,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,604012.0,J Alfred Laird Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,55,53,2.0566,2017,2018
2226,289300,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,606017.0,McKim Middle School,ALL STUDENTS,Writing,4,99,94,2.0426,2017,2018
2227,289301,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,606017.0,McKim Middle School,FEMALE,Writing,4,45,43,2.1395,2017,2018
2228,289302,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,606017.0,McKim Middle School,MALE,Writing,4,54,51,1.9608,2017,2018
2229,289303,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,606017.0,McKim Middle School,ABORIGINAL,Writing,4,13,12,1.6667,2017,2018
2230,289304,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,606017.0,McKim Middle School,NON ABORIGINAL,Writing,4,86,82,2.0976,2017,2018
2231,289305,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,606017.0,McKim Middle School,NON ENGLISH LANGUAGE LEARNER,Writing,4,99,94,2.0426,2017,2018
2232,289306,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,618003.0,Lady Grey Elementary,ALL STUDENTS,Writing,4,66,64,2.1875,2017,2018
2233,289307,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,618003.0,Lady Grey Elementary,FEMALE,Writing,4,31,31,2.3226,2017,2018
2234,289308,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,618003.0,Lady Grey Elementary,MALE,Writing,4,35,33,2.0606,2017,2018
2235,289309,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,618003.0,Lady Grey Elementary,ABORIGINAL,Writing,4,18,18,1.8889,2017,2018
2236,289310,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,618003.0,Lady Grey Elementary,NON ABORIGINAL,Writing,4,48,46,2.3043,2017,2018
2237,289311,SCHOOL LEVEL,BC Public School,6.0,Rocky Mountain,618003.0,Lady Grey Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,63,61,2.1803,2017,2018
2238,289351,SCHOOL LEVEL,BC Public School,8.0,Kootenay Lake,886004.0,Adam Robertson Elementary,ALL STUDENTS,Writing,4,49,43,1.6047,2017,2018
2239,289352,SCHOOL LEVEL,BC Public School,8.0,Kootenay Lake,886004.0,Adam Robertson Elementary,FEMALE,Writing,4,22,20,1.85,2017,2018
2240,289353,SCHOOL LEVEL,BC Public School,8.0,Kootenay Lake,886004.0,Adam Robertson Elementary,MALE,Writing,4,27,23,1.3913,2017,2018
2241,289354,SCHOOL LEVEL,BC Public School,8.0,Kootenay Lake,886004.0,Adam Robertson Elementary,ABORIGINAL,Writing,4,10,8,1.625,2017,2018
2242,289355,SCHOOL LEVEL,BC Public School,8.0,Kootenay Lake,886004.0,Adam Robertson Elementary,NON ABORIGINAL,Writing,4,39,35,1.6,2017,2018
2243,289356,SCHOOL LEVEL,BC Public School,8.0,Kootenay Lake,886004.0,Adam Robertson Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,46,40,1.6,2017,2018
2244,289401,SCHOOL LEVEL,BC Public School,20.0,Kootenay-Columbia,2011005.0,Fruitvale Elementary,ALL STUDENTS,Writing,4,54,37,2.1081,2017,2018
2245,289402,SCHOOL LEVEL,BC Public School,20.0,Kootenay-Columbia,2011005.0,Fruitvale Elementary,FEMALE,Writing,4,26,15,2.2667,2017,2018
2246,289403,SCHOOL LEVEL,BC Public School,20.0,Kootenay-Columbia,2011005.0,Fruitvale Elementary,MALE,Writing,4,28,22,2.0,2017,2018
2247,289404,SCHOOL LEVEL,BC Public School,20.0,Kootenay-Columbia,2011005.0,Fruitvale Elementary,ABORIGINAL,Writing,4,10,9,2.1111,2017,2018
2248,289405,SCHOOL LEVEL,BC Public School,20.0,Kootenay-Columbia,2011005.0,Fruitvale Elementary,NON ABORIGINAL,Writing,4,44,28,2.1071,2017,2018
2249,289406,SCHOOL LEVEL,BC Public School,20.0,Kootenay-Columbia,2011005.0,Fruitvale Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,52,35,2.1143,2017,2018
2250,289417,SCHOOL LEVEL,BC Public School,20.0,Kootenay-Columbia,2011015.0,Glenmerry Elementary,ALL STUDENTS,Writing,4,50,22,2.2727,2017,2018
2251,289418,SCHOOL LEVEL,BC Public School,20.0,Kootenay-Columbia,2011015.0,Glenmerry Elementary,FEMALE,Writing,4,23,10,2.5,2017,2018
2252,289419,SCHOOL LEVEL,BC Public School,20.0,Kootenay-Columbia,2011015.0,Glenmerry Elementary,MALE,Writing,4,27,12,2.0833,2017,2018
2253,289420,SCHOOL LEVEL,BC Public School,20.0,Kootenay-Columbia,2011015.0,Glenmerry Elementary,ABORIGINAL,Writing,4,10,6,2.1667,2017,2018
2254,289421,SCHOOL LEVEL,BC Public School,20.0,Kootenay-Columbia,2011015.0,Glenmerry Elementary,NON ABORIGINAL,Writing,4,40,16,2.3125,2017,2018
2255,289422,SCHOOL LEVEL,BC Public School,20.0,Kootenay-Columbia,2011015.0,Glenmerry Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,50,22,2.2727,2017,2018
2256,289428,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222001.0,Beairsto Elementary,ALL STUDENTS,Writing,4,90,60,1.9833,2017,2018
2257,289429,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222001.0,Beairsto Elementary,FEMALE,Writing,4,54,34,2.0588,2017,2018
2258,289430,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222001.0,Beairsto Elementary,MALE,Writing,4,36,26,1.8846,2017,2018
2259,289431,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222001.0,Beairsto Elementary,ABORIGINAL,Writing,4,10,7,2.0,2017,2018
2260,289432,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222001.0,Beairsto Elementary,NON ABORIGINAL,Writing,4,80,53,1.9811,2017,2018
2261,289433,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222001.0,Beairsto Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,90,60,1.9833,2017,2018
2262,289443,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222009.0,Harwood Elementary,ALL STUDENTS,Writing,4,41,41,1.878,2017,2018
2263,289444,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222009.0,Harwood Elementary,FEMALE,Writing,4,17,17,2.0588,2017,2018
2264,289445,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222009.0,Harwood Elementary,MALE,Writing,4,24,24,1.75,2017,2018
2265,289446,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222009.0,Harwood Elementary,NON ABORIGINAL,Writing,4,37,37,1.973,2017,2018
2266,289447,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222009.0,Harwood Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,41,41,1.878,2017,2018
2267,289448,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222010.0,J W Inglis Elementary,ALL STUDENTS,Writing,4,49,43,1.3953,2017,2018
2268,289449,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222010.0,J W Inglis Elementary,FEMALE,Writing,4,16,16,1.8125,2017,2018
2269,289450,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222010.0,J W Inglis Elementary,MALE,Writing,4,33,27,1.1481,2017,2018
2270,289451,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222010.0,J W Inglis Elementary,ABORIGINAL,Writing,4,12,10,1.5,2017,2018
2271,289452,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222010.0,J W Inglis Elementary,NON ABORIGINAL,Writing,4,37,33,1.3636,2017,2018
2272,289453,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222010.0,J W Inglis Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,49,43,1.3953,2017,2018
2273,289454,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222012.0,Silver Star Elementary,ALL STUDENTS,Writing,4,72,56,1.4464,2017,2018
2274,289455,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222012.0,Silver Star Elementary,FEMALE,Writing,4,33,25,1.64,2017,2018
2275,289456,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222012.0,Silver Star Elementary,MALE,Writing,4,39,31,1.2903,2017,2018
2276,289457,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222012.0,Silver Star Elementary,NON ABORIGINAL,Writing,4,64,51,1.4706,2017,2018
2277,289458,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222012.0,Silver Star Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,72,56,1.4464,2017,2018
2278,289481,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222020.0,Alexis Park Elementary,ALL STUDENTS,Writing,4,37,32,1.5938,2017,2018
2279,289482,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222020.0,Alexis Park Elementary,FEMALE,Writing,4,20,18,1.7222,2017,2018
2280,289483,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222020.0,Alexis Park Elementary,MALE,Writing,4,17,14,1.4286,2017,2018
2281,289484,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222020.0,Alexis Park Elementary,ABORIGINAL,Writing,4,12,10,1.5,2017,2018
2282,289485,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222020.0,Alexis Park Elementary,NON ABORIGINAL,Writing,4,25,22,1.6364,2017,2018
2283,289486,SCHOOL LEVEL,BC Public School,22.0,Vernon,2222020.0,Alexis Park Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,37,32,1.5938,2017,2018
2284,289511,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323016.0,George Pringle Elementary,ALL STUDENTS,Writing,4,80,41,2.0976,2017,2018
2285,289512,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323016.0,George Pringle Elementary,FEMALE,Writing,4,40,23,2.2609,2017,2018
2286,289513,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323016.0,George Pringle Elementary,MALE,Writing,4,40,18,1.8889,2017,2018
2287,289514,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323016.0,George Pringle Elementary,ABORIGINAL,Writing,4,20,7,2.0,2017,2018
2288,289515,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323016.0,George Pringle Elementary,NON ABORIGINAL,Writing,4,60,34,2.1176,2017,2018
2289,289516,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323016.0,George Pringle Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,78,40,2.075,2017,2018
2290,289580,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323050.0,Springvalley Elementary,ALL STUDENTS,Writing,4,55,46,1.9783,2017,2018
2291,289581,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323050.0,Springvalley Elementary,FEMALE,Writing,4,25,21,2.0952,2017,2018
2292,289582,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323050.0,Springvalley Elementary,MALE,Writing,4,30,25,1.88,2017,2018
2293,289583,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323050.0,Springvalley Elementary,ABORIGINAL,Writing,4,19,13,1.9231,2017,2018
2294,289584,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323050.0,Springvalley Elementary,NON ABORIGINAL,Writing,4,36,33,2.0,2017,2018
2295,289585,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323050.0,Springvalley Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,51,42,1.9762,2017,2018
2296,289586,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323050.0,Springvalley Elementary,SPECIAL NEEDS NO GIFTED,Writing,4,10,8,2.125,2017,2018
2297,289602,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323060.0,Quigley Elementary,ALL STUDENTS,Writing,4,49,33,2.0606,2017,2018
2298,289603,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323060.0,Quigley Elementary,FEMALE,Writing,4,22,15,2.0667,2017,2018
2299,289604,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323060.0,Quigley Elementary,MALE,Writing,4,27,18,2.0556,2017,2018
2300,289605,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323060.0,Quigley Elementary,ABORIGINAL,Writing,4,10,8,1.875,2017,2018
2301,289606,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323060.0,Quigley Elementary,NON ABORIGINAL,Writing,4,39,25,2.12,2017,2018
2302,289607,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323060.0,Quigley Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,49,33,2.0606,2017,2018
2303,289608,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323061.0,Peter Greer Elementary,ALL STUDENTS,Writing,4,65,59,1.5763,2017,2018
2304,289609,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323061.0,Peter Greer Elementary,FEMALE,Writing,4,35,32,1.6875,2017,2018
2305,289610,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323061.0,Peter Greer Elementary,MALE,Writing,4,30,27,1.4444,2017,2018
2306,289611,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323061.0,Peter Greer Elementary,ABORIGINAL,Writing,4,10,10,1.3,2017,2018
2307,289612,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323061.0,Peter Greer Elementary,NON ABORIGINAL,Writing,4,55,49,1.6327,2017,2018
2308,289613,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323061.0,Peter Greer Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,62,57,1.5614,2017,2018
2309,289619,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323066.0,Davidson Road Elementary,ALL STUDENTS,Writing,4,78,60,1.9333,2017,2018
2310,289620,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323066.0,Davidson Road Elementary,FEMALE,Writing,4,46,36,2.0,2017,2018
2311,289621,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323066.0,Davidson Road Elementary,MALE,Writing,4,32,24,1.8333,2017,2018
2312,289622,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323066.0,Davidson Road Elementary,ABORIGINAL,Writing,4,12,9,1.5556,2017,2018
2313,289623,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323066.0,Davidson Road Elementary,NON ABORIGINAL,Writing,4,66,51,2.0,2017,2018
2314,289624,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323066.0,Davidson Road Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,69,52,1.9808,2017,2018
2315,289651,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323077.0,Rutland Elementary,ALL STUDENTS,Writing,4,86,81,1.9383,2017,2018
2316,289652,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323077.0,Rutland Elementary,FEMALE,Writing,4,39,37,1.973,2017,2018
2317,289653,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323077.0,Rutland Elementary,MALE,Writing,4,47,44,1.9091,2017,2018
2318,289654,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323077.0,Rutland Elementary,ABORIGINAL,Writing,4,14,13,1.6923,2017,2018
2319,289655,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323077.0,Rutland Elementary,NON ABORIGINAL,Writing,4,72,68,1.9853,2017,2018
2320,289656,SCHOOL LEVEL,BC Public School,23.0,Central Okanagan,2323077.0,Rutland Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,78,75,1.92,2017,2018
2321,289671,SCHOOL LEVEL,BC Public School,27.0,Cariboo-Chilcotin,2727012.0,100 Mile House Elementary,ALL STUDENTS,Writing,4,48,45,0.9333,2017,2018
2322,289672,SCHOOL LEVEL,BC Public School,27.0,Cariboo-Chilcotin,2727012.0,100 Mile House Elementary,FEMALE,Writing,4,27,25,0.92,2017,2018
2323,289673,SCHOOL LEVEL,BC Public School,27.0,Cariboo-Chilcotin,2727012.0,100 Mile House Elementary,MALE,Writing,4,21,20,0.95,2017,2018
2324,289674,SCHOOL LEVEL,BC Public School,27.0,Cariboo-Chilcotin,2727012.0,100 Mile House Elementary,ABORIGINAL,Writing,4,12,11,1.1818,2017,2018
2325,289675,SCHOOL LEVEL,BC Public School,27.0,Cariboo-Chilcotin,2727012.0,100 Mile House Elementary,NON ABORIGINAL,Writing,4,36,34,0.8529,2017,2018
2326,289676,SCHOOL LEVEL,BC Public School,27.0,Cariboo-Chilcotin,2727012.0,100 Mile House Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,47,44,0.9318,2017,2018
2327,289705,SCHOOL LEVEL,BC Public School,27.0,Cariboo-Chilcotin,2727065.0,Nesika Elementary,ALL STUDENTS,Writing,4,53,45,1.0667,2017,2018
2328,289706,SCHOOL LEVEL,BC Public School,27.0,Cariboo-Chilcotin,2727065.0,Nesika Elementary,FEMALE,Writing,4,25,24,1.0,2017,2018
2329,289707,SCHOOL LEVEL,BC Public School,27.0,Cariboo-Chilcotin,2727065.0,Nesika Elementary,MALE,Writing,4,28,21,1.1429,2017,2018
2330,289708,SCHOOL LEVEL,BC Public School,27.0,Cariboo-Chilcotin,2727065.0,Nesika Elementary,ABORIGINAL,Writing,4,18,14,0.7857,2017,2018
2331,289709,SCHOOL LEVEL,BC Public School,27.0,Cariboo-Chilcotin,2727065.0,Nesika Elementary,NON ABORIGINAL,Writing,4,35,31,1.1935,2017,2018
2332,289710,SCHOOL LEVEL,BC Public School,27.0,Cariboo-Chilcotin,2727065.0,Nesika Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,49,41,1.0732,2017,2018
2333,289713,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828016.0,Ecole Red Bluff Lhtako Elementary,ALL STUDENTS,Writing,4,35,23,1.913,2017,2018
2334,289714,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828016.0,Ecole Red Bluff Lhtako Elementary,FEMALE,Writing,4,20,12,2.3333,2017,2018
2335,289715,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828016.0,Ecole Red Bluff Lhtako Elementary,MALE,Writing,4,15,11,1.4545,2017,2018
2336,289716,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828016.0,Ecole Red Bluff Lhtako Elementary,ABORIGINAL,Writing,4,13,8,2.0,2017,2018
2337,289717,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828016.0,Ecole Red Bluff Lhtako Elementary,NON ABORIGINAL,Writing,4,22,15,1.8667,2017,2018
2338,289718,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828016.0,Ecole Red Bluff Lhtako Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,35,23,1.913,2017,2018
2339,289732,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828032.0,Lakeview Elementary,ALL STUDENTS,Writing,4,40,20,1.7,2017,2018
2340,289733,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828032.0,Lakeview Elementary,FEMALE,Writing,4,18,9,2.0,2017,2018
2341,289734,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828032.0,Lakeview Elementary,MALE,Writing,4,22,11,1.4545,2017,2018
2342,289735,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828032.0,Lakeview Elementary,ABORIGINAL,Writing,4,10,5,1.2,2017,2018
2343,289736,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828032.0,Lakeview Elementary,NON ABORIGINAL,Writing,4,30,15,1.8667,2017,2018
2344,289737,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828032.0,Lakeview Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,40,20,1.7,2017,2018
2345,289738,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828036.0,Voyageur Elementary School,ALL STUDENTS,Writing,4,33,14,1.5,2017,2018
2346,289739,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828036.0,Voyageur Elementary School,FEMALE,Writing,4,12,2,2.0,2017,2018
2347,289740,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828036.0,Voyageur Elementary School,MALE,Writing,4,21,12,1.4167,2017,2018
2348,289741,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828036.0,Voyageur Elementary School,ABORIGINAL,Writing,4,11,2,2.0,2017,2018
2349,289742,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828036.0,Voyageur Elementary School,NON ABORIGINAL,Writing,4,22,12,1.4167,2017,2018
2350,289743,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828036.0,Voyageur Elementary School,NON ENGLISH LANGUAGE LEARNER,Writing,4,33,14,1.5,2017,2018
2351,289747,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828039.0,Riverview Elementary,ALL STUDENTS,Writing,4,18,11,1.1818,2017,2018
2352,289748,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828039.0,Riverview Elementary,FEMALE,Writing,4,11,8,1.125,2017,2018
2353,289749,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828039.0,Riverview Elementary,ABORIGINAL,Writing,4,10,7,1.1429,2017,2018
2354,289750,SCHOOL LEVEL,BC Public School,28.0,Quesnel,2828039.0,Riverview Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,18,11,1.1818,2017,2018
2355,289761,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333005.0,Sardis Elementary,ALL STUDENTS,Writing,4,63,58,2.8276,2017,2018
2356,289762,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333005.0,Sardis Elementary,FEMALE,Writing,4,32,32,3.0313,2017,2018
2357,289763,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333005.0,Sardis Elementary,MALE,Writing,4,31,26,2.5769,2017,2018
2358,289764,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333005.0,Sardis Elementary,NON ABORIGINAL,Writing,4,54,50,2.94,2017,2018
2359,289765,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333005.0,Sardis Elementary,NON ENGLISH LANGUAGE LEARNER,Writing,4,56,55,2.8909,2017,2018
2360,289766,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333008.0,Chilliwack Central Elementary Community,ALL STUDENTS,Writing,4,44,33,1.8182,2017,2018
2361,289767,SCHOOL LEVEL,BC Public School,33.0,Chilliwack,3333008.0,Chilliwack Central Elementary Community,FEMALE,Writing,4,19,15,1.8,2017,2018
